source_ru	canonical_en	layer	glossary_kind	priority	source_count	status	confidence	review_reason	notes
М.Б. Черномордику	M.B. Chernomordiku	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.В. Михайлика	M.V. Mikhailika	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.В. Муравьева	M.V. Muraveva	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Г. Сафьянова	M.G. Safyanova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Новожилова	M.I. Novozhilova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Сумецкого	M.I. Sumetskogo	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.М. Кудряшева	M.M. Kudryasheva	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.М. Чередниченко	M.M. Cherednichenko	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Н. Рябинина	M.N. Ryabinina	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Т. Антонова	M.T. Antonova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Ф. Постоловского	M.F. Postolovskogo	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Б. Скаловой	N.B. Skalovoi	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.В. Буинцева	N.V. Buintseva	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.И. Муралова	N.I. Muralova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.К. Магдарьева	N.K. Magdareva	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Л. Лурье	N.L. Lure	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.М. Маторина	N.M. Matorina	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.М. Насонова	N.M. Nasonova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Н. Алексеева	N.N. Alekseeva	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Н. Мищенко	N.N. Mishchenko	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Н. Шатского	N.N. Shatskogo	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
О.П. Дзениса	O.P. Dzenisa	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.А. Липшица	P.A. Lipshitsa	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.Г. Петровского	P.G. Petrovskogo	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.К. Александрова	P.K. Aleksandrova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.М. Репникова	P.M. Repnikova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.Н. Нечаева	P.N. Nechaeva	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.П. Бурмистрова	P.P. Burmistrova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.П. Северова	P.P. Severova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.Ф. Полякова	P.F. Polyakova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Пригожин	Prigozhin	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Р.А. Петерсона	R.A. Petersona	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Р.С. Беннет	R.S. Bennet	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Радин	Radin	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Гоглидзе	S.A. Goglidze	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Ратайчаком	S.A. Rataichakom	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Г. Радомысльского	S.G. Radomyslskogo	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.М. Закс-Гладнев	S.M. Zaks-Gladnev	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.О. Мандельштама	S.O. Mandelshtama	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.П. Калашникова	S.P. Kalashnikova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.П. Минаева	S.P. Minaeva	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.С. Зорина	S.S. Zorina	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Я. Бабахана	S.Ya. Babakhana	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Т.Г. Гатаулина	T.G. Gataulina	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Т.П. Денисовой	T.P. Denisovoi	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Т.Р. Левиной	T.R. Levinoi	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.Г. Иванова	F.G. Ivanova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ф.И. Вайсберга	F.I. Vaisberga	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Э.Б. Абрамсона	E.B. Abramsona	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ю.Б. Тартаковской	Yu.B. Tartakovskoi	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Ю.М. Бочарова	Yu.M. Bocharova	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.А. Фуртичева	Ya.A. Furticheva	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.Д. Лейбмана	Ya.D. Leibmana	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.И. Богомольного	Ya.I. Bogomolnogo	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.С. Розановым	Ya.S. Rozanovym	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Я.Я. Упмал-Ангарский	Ya.Ya. Upmal-Angarskii	people	person_name	low	2	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.А. Абрамова	A.A. Abramova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.А. Антипиной	A.A. Antipinoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.А. Гардин-Гейер	A.A. Gardin-Geier	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.А. Жданову	A.A. Zhdanovu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.А. Израилитина	A.A. Izrailitina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.А. Карпова	A.A. Karpova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.А. Нелидовой	A.A. Nelidovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.А. Орловой	A.A. Orlovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.А. Табанакова	A.A. Tabanakova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.В. Бочарова	A.V. Bocharova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.В. Дзедзиевского	A.V. Dzedzievskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.В. Перимовым	A.V. Perimovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.В. Травиной	A.V. Travinoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Г. Егорова	A.G. Egorova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Г. Корчагиной	A.G. Korchaginoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Г. Шляпникова	A.G. Shlyapnikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Д. Арефьевым	A.D. Arefevym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Д. Бронштейне	A.D. Bronshteine	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.З. Волкова	A.Z. Volkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Анишевым	A.I. Anishevym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Бриггиса	A.I. Briggisa	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Витковского	A.I. Vitkovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Гальперина	A.I. Galperina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Емшанова	A.I. Emshanova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Зильбермана	A.I. Zilbermana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Муралова	A.I. Muralova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Мячиной	A.I. Myachinoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Никитинской	A.I. Nikitinskoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Рамм-Пфемферт	A.I. Ramm-Pfemfert	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Толмазовым	A.I. Tolmazovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.И. Уварова	A.I. Uvarova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.К. Бормана	A.K. Bormana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.К. Дрожжина	A.K. Drozhzhina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.К. Язовских	A.K. Yazovskikh	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Л. Голоступеца	A.L. Golostupetsa	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Л. Леонтьева	A.L. Leonteva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.М. Аркус	A.M. Arkus	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.М. Березина	A.M. Berezina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.М. Кашкина	A.M. Kashkina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.М. Луцука	A.M. Lutsuka	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.М. Непомнящего	A.M. Nepomnyashchego	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.М. Попова	A.M. Popova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.М. Сосипатрова	A.M. Sosipatrova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.М. Ясюкевича	A.M. Yasyukevicha	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Н. Барулина	A.N. Barulina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Н. Бурова	A.N. Burova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Н. Маевского	A.N. Maevskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Н. Панова	A.N. Panova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Н. Поскребышеву	A.N. Poskrebyshevu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Н. Слепковым	A.N. Slepkovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Н. Фокина	A.N. Fokina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.О. Альского	A.O. Alskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.О. Голлендера	A.O. Gollendera	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.П. Дьячкова	A.P. Dyachkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.П. Метальникова	A.P. Metalnikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.П. Удалова	A.P. Udalova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.С. Булину	A.S. Bulinu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.С. Оввян	A.S. Ovvyan	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Ф. Кошелева	A.F. Kosheleva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Ф. Ульянова	A.F. Ulyanova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Я. Аросеве	A.Ya. Aroseve	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
А.Я. Юскиной	A.Ya. Yuskinoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.А. Васильева	B.A. Vasileva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.А. Двинскому	B.A. Dvinskomu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.Г. Мдивани	B.G. Mdivani	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.Д. Берману	B.D. Bermanu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.Е. Алдаданова	B.E. Aldadanova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.Е. Барского	B.E. Barskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.З. Ливянта	B.Z. Livyanta	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.Л. Колесникова	B.L. Kolesnikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.Л. Лопатинского	B.L. Lopatinskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.М. Беккера	B.M. Bekkera	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.О. Норкина	B.O. Norkina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.П. Нестерова	B.P. Nesterova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.П. Нестеровым	B.P. Nesterovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.С. Рабиновича	B.S. Rabinovicha	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Б.Э. Раткая	B.E. Ratkaya	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.А. Антонов-Овсеенко	V.A. Antonov-Ovseenko	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.А. Ваганяна	V.A. Vaganyana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.А. Сорокина	V.A. Sorokina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.А. Финашина	V.A. Finashina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.В. Ломинадзе	V.V. Lominadze	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.В. Румянцнева	V.V. Rumyantsneva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.В. Ульриху	V.V. Ulrikhu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Г. Лукина	V.G. Lukina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Д. Вуйовичем	V.D. Vuiovichem	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Д. Томленова	V.D. Tomlenova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Е. Цесарского	V.E. Tsesarskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.И. Демченко	V.I. Demchenko	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.И. Клюшенкова	V.I. Klyushenkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.К. Жарикова	V.K. Zharikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.К. Клейна	V.K. Kleina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.К. Путны	V.K. Putny	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.К. Сотскова	V.K. Sotskova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Л. Горохова	V.L. Gorokhova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.М. Меерсона	V.M. Meersona	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.М. Мулина	V.M. Mulina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Н. Гутман	V.N. Gutman	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Н. Слепкова	V.N. Slepkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.П. Второва	V.P. Vtorova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.П. Шевелев-Лубков	V.P. Shevelev-Lubkov	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Ф. Бейтельспахера	V.F. Beitelspakhera	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Ф. Захариной	V.F. Zakharinoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Ф. Логиновым	V.F. Loginovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Ф. Степанова	V.F. Stepanova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
В.Я. Родака	V.Ya. Rodaka	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.А. Абрамова	G.A. Abramova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.А. Татулова	G.A. Tatulova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.А. Татуловым	G.A. Tatulovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.Б. Берндта	G.B. Berndta	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.Б. Либермана	G.B. Libermana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.Г. Матитайшвили	G.G. Matitaishvili	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.Д. Арсентьева	G.D. Arsenteva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.Е. Меерсона	G.E. Meersona	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.И. Исаева	G.I. Isaeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.И. Миронова	G.I. Mironova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.И. Серебряковой	G.I. Serebryakovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.К. Фельдмана	G.K. Feldmana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.М. Дрязгова	G.M. Dryazgova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.М. Ивановой	G.M. Ivanovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.М. Маленкова	G.M. Malenkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.М. Маленкову	G.M. Malenkovu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.М. Сыроквашева	G.M. Syrokvasheva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.П. Адамяна	G.P. Adamyana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.П. Вяткина	G.P. Vyatkina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.Р. Николаева	G.R. Nikolaeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.С. Биткера	G.S. Bitkera	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.С. Герасимато	G.S. Gerasimato	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.С. Зайделя	G.S. Zaidelya	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.С. Люшкову	G.S. Lyushkovu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.С. Тымянского	G.S. Tymyanskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.Т. Мясничкова	G.T. Myasnichkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.Ф. Самойловича	G.F. Samoilovicha	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Г.Ф. Федоровым	G.F. Fedorovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.А. Аникина	D.A. Anikina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.А. Аникиным	D.A. Anikinym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.А. Сниткина	D.A. Snitkina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.А. Сниткиным	D.A. Snitkinym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.А. Тайца	D.A. Taitsa	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.В. Полуяна	D.V. Poluyana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.В. Сафронова	D.V. Safronova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.М. Лупашко	D.M. Lupashko	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.П. Албанского	D.P. Albanskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.П. Розита	D.P. Rozita	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.С. Гуревича	D.S. Gurevicha	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.С. Зенцова	D.S. Zentsova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.С. Тайца	D.S. Taitsa	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.Ф. Бузина	D.F. Buzina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.Ф. Бузиным	D.F. Buzinym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Д.Я. Александрова	D.Ya. Aleksandrova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
