person	role	role_class	document_count	person_total_documents	share_of_person_documents
Г.А. Татулова	троцкист	political_label	1	1	1.0
Г.А. Татуловым	троцкист	political_label	1	1	1.0
Г.А. Татуловым	обвиняемый	trial_role	1	1	1.0
Г.Б. Берндта	член	generic_membership	1	1	1.0
Г.Б. Берндта	правый	political_label	1	1	1.0
Г.Б. Берндта	троцкист	political_label	1	1	1.0
Г.Б. Либермана	член	generic_membership	1	1	1.0
Г.Б. Либермана	сотрудник	generic_staff	1	1	1.0
Г.Б. Либермана	комиссар	office_position	1	1	1.0
Г.Б. Либермана	нарком	office_position	1	1	1.0
Г.Б. Либермана	начальник	office_position	1	1	1.0
Г.Б. Либермана	полпред	office_position	1	1	1.0
Г.Б. Либермана	председатель	office_position	1	1	1.0
Г.Б. Либермана	руководитель	office_position	1	1	1.0
Г.Б. Либермана	секретарь	office_position	1	1	1.0
Г.Б. Либермана	троцкист	political_label	1	1	1.0
Г.Б. Синани-Скалов	вредитель	accusatory_label	1	12	0.0833
Г.Б. Синани-Скалов	агент	accusatory_or_intelligence_label	1	12	0.0833
Г.Б. Синани-Скалов	наркомвнудел	office_position	1	12	0.0833
Г.Б. Синани-Скалов	посол	office_position	1	12	0.0833
Г.Б. Синани-Скалов	редактор	office_position	1	12	0.0833
Г.В. Соколова	комиссар	office_position	1	5	0.2
Г.В. Соколовым	нарком	office_position	1	2	0.5
Г.В. Соколовым	троцкист	political_label	1	2	0.5
Г.Г. Матитайшвили	член	generic_membership	1	1	1.0
Г.Г. Матитайшвили	нарком	office_position	1	1	1.0
Г.Г. Матитайшвили	руководитель	office_position	1	1	1.0
Г.Г. Матитайшвили	троцкист	political_label	1	1	1.0
Г.Г. Ягода	судья	office_position	1	158	0.0063
Г.Г. Ягода	подсудимый	trial_role	1	158	0.0063
Г.Д. Арсентьева	член	generic_membership	1	1	1.0
Г.Д. Арсентьева	комиссар	office_position	1	1	1.0
Г.Д. Арсентьева	начальник	office_position	1	1	1.0
Г.Д. Арсентьева	руководитель	office_position	1	1	1.0
Г.Д. Арсентьева	секретарь	office_position	1	1	1.0
Г.Д. Арсентьева	троцкист	political_label	1	1	1.0
Г.Д. Арсентьева	обвиняемый	trial_role	1	1	1.0
Г.Е. Горбачева	председатель	office_position	1	3	0.3333
Г.Е. Евдокимова	агент	accusatory_or_intelligence_label	1	14	0.0714
Г.Е. Евдокимова	представитель	generic_representative	1	14	0.0714
Г.Е. Евдокимова	сотрудник	generic_staff	1	14	0.0714
Г.Е. Евдокимова	комиссар	office_position	1	14	0.0714
Г.Е. Евдокимова	начальник	office_position	1	14	0.0714
Г.Е. Евдокимова	посол	office_position	1	14	0.0714
Г.Е. Евдокимова	прокурор	office_position	1	14	0.0714
Г.Е. Евдокимова	руководитель	office_position	1	14	0.0714
Г.Е. Евдокимова	обвиняемый	trial_role	1	14	0.0714
Г.Е. Евдокимовым	руководитель	office_position	1	4	0.25
Г.Е. Евдокимовым	правый	political_label	1	4	0.25
Г.Е. Меерсона	член	generic_membership	1	1	1.0
Г.Е. Меерсона	сотрудник	generic_staff	1	1	1.0
Г.Е. Меерсона	директор	office_position	1	1	1.0
Г.Е. Меерсона	заместитель	office_position	1	1	1.0
Г.Е. Меерсона	полпред	office_position	1	1	1.0
Г.Е. Меерсона	председатель	office_position	1	1	1.0
Г.Е. Меерсона	редактор	office_position	1	1	1.0
Г.Е. Меерсона	секретарь	office_position	1	1	1.0
Г.Е. Меерсона	троцкист	political_label	1	1	1.0
Г.Е. Прокофьева	полпред	office_position	1	33	0.0303
Г.Е. Прокофьева	посол	office_position	1	33	0.0303
Г.Е. Прокофьева	свидетель	trial_role	1	33	0.0303
Г.Е. Пушина	агент	accusatory_or_intelligence_label	1	2	0.5
Г.Е. Пушина	член	generic_membership	1	2	0.5
Г.Е. Пушина	представитель	generic_representative	1	2	0.5
Г.Е. Пушина	сотрудник	generic_staff	1	2	0.5
Г.Е. Пушина	нарком	office_position	1	2	0.5
Г.Е. Пушина	посол	office_position	1	2	0.5
Г.И. Исаева	член	generic_membership	1	1	1.0
Г.И. Исаева	председатель	office_position	1	1	1.0
Г.И. Исаева	правый	political_label	1	1	1.0
Г.И. Миронова	троцкист	political_label	1	1	1.0
Г.И. Сафарова	адвокат	office_position	1	32	0.0312
Г.И. Сафарова	заместитель	office_position	1	32	0.0312
Г.И. Сафарова	наркомвнудел	office_position	1	32	0.0312
Г.И. Сафарова	начальник	office_position	1	32	0.0312
Г.И. Сафарова	прокурор	office_position	1	32	0.0312
Г.И. Сафарова	следователь	office_position	1	32	0.0312
Г.И. Сафаровым	агент	accusatory_or_intelligence_label	1	3	0.3333
Г.И. Сафаровым	представитель	generic_representative	1	3	0.3333
Г.И. Сафаровым	нарком	office_position	1	3	0.3333
Г.И. Сафаровым	полпред	office_position	1	3	0.3333
Г.И. Сафаровым	секретарь	office_position	1	3	0.3333
Г.И. Сафаровым	следователь	office_position	1	3	0.3333
Г.И. Сафаровым	правый	political_label	1	3	0.3333
Г.И. Сафаровым	обвиняемый	trial_role	1	3	0.3333
Г.И. Серебряковой	кандидат	generic_membership	1	1	1.0
Г.И. Серебряковой	член	generic_membership	1	1	1.0
Г.И. Серебряковой	сотрудник	generic_staff	1	1	1.0
Г.И. Серебряковой	комиссар	office_position	1	1	1.0
Г.И. Серебряковой	председатель	office_position	1	1	1.0
Г.И. Серебряковой	секретарь	office_position	1	1	1.0
Г.И. Серебряковой	правый	political_label	1	1	1.0
Г.И. Шварца	нарком	office_position	1	2	0.5
Г.К. Орджоникидзе	вредитель	accusatory_label	1	3	0.3333
Г.К. Орджоникидзе	директор	office_position	1	3	0.3333
Г.К. Орджоникидзе	комиссар	office_position	1	3	0.3333
Г.К. Фельдмана	агент	accusatory_or_intelligence_label	1	1	1.0
Г.К. Фельдмана	член	generic_membership	1	1	1.0
Г.К. Фельдмана	директор	office_position	1	1	1.0
Г.К. Фельдмана	нарком	office_position	1	1	1.0
Г.К. Фельдмана	начальник	office_position	1	1	1.0
Г.К. Фельдмана	редактор	office_position	1	1	1.0
Г.К. Фельдмана	руководитель	office_position	1	1	1.0
Г.К. Фельдмана	троцкист	political_label	1	1	1.0
Г.К. Фельдмана	обвиняемый	trial_role	1	1	1.0
Г.Л. Хасина	агент	accusatory_or_intelligence_label	1	4	0.25
Г.Л. Хасина	сотрудник	generic_staff	1	4	0.25
Г.Л. Хасина	заместитель	office_position	1	4	0.25
Г.Л. Хасина	редактор	office_position	1	4	0.25
Г.Л. Хасина	руководитель	office_position	1	4	0.25
Г.Л. Шкловского	комиссар	office_position	1	2	0.5
Г.Л. Шкловского	руководитель	office_position	1	2	0.5
Г.Л. Шкловского	секретарь	office_position	1	2	0.5
Г.М. Аркуса	представитель	generic_representative	1	6	0.1667
Г.М. Аркуса	заместитель	office_position	1	6	0.1667
Г.М. Аркуса	нарком	office_position	1	6	0.1667
Г.М. Аркуса	наркомвнудел	office_position	1	6	0.1667
Г.М. Аркуса	начальник	office_position	1	6	0.1667
Г.М. Аркуса	свидетель	trial_role	1	6	0.1667
Г.М. Артеменко	руководитель	office_position	1	3	0.3333
Г.М. Дрязгова	член	generic_membership	1	1	1.0
Г.М. Дрязгова	секретарь	office_position	1	1	1.0
Г.М. Ивановой	кандидат	generic_membership	1	1	1.0
Г.М. Ивановой	член	generic_membership	1	1	1.0
Г.М. Ивановой	директор	office_position	1	1	1.0
Г.М. Маленкова	сотрудник	generic_staff	1	1	1.0
Г.М. Маленкова	секретарь	office_position	1	1	1.0
Г.М. Маленкова	троцкист	political_label	1	1	1.0
Г.М. Маленкову	член	generic_membership	1	1	1.0
Г.М. Маленкову	заместитель	office_position	1	1	1.0
Г.М. Маленкову	начальник	office_position	1	1	1.0
Г.М. Маленкову	секретарь	office_position	1	1	1.0
Г.М. Маленкову	троцкист	political_label	1	1	1.0
Г.М. Сыроквашева	член	generic_membership	1	1	1.0
Г.М. Сыроквашева	руководитель	office_position	1	1	1.0
Г.М. Сыроквашева	секретарь	office_position	1	1	1.0
Г.М. Сыроквашева	троцкист	political_label	1	1	1.0
Г.П. Адамяна	член	generic_membership	1	1	1.0
Г.П. Вяткина	кандидат	generic_membership	1	1	1.0
Г.П. Вяткина	член	generic_membership	1	1	1.0
Г.П. Вяткина	комиссар	office_position	1	1	1.0
Г.П. Вяткина	нарком	office_position	1	1	1.0
Г.П. Вяткина	секретарь	office_position	1	1	1.0
Г.П. Вяткина	правый	political_label	1	1	1.0
Г.П. Вяткина	троцкист	political_label	1	1	1.0
Г.П. Поташникова	начальник	office_position	1	2	0.5
Г.П. Поташникова	руководитель	office_position	1	2	0.5
Г.П. Поташникова	троцкист	political_label	1	2	0.5
Г.Р. Николаева	член	generic_membership	1	1	1.0
Г.Р. Николаева	руководитель	office_position	1	1	1.0
Г.Р. Николаева	секретарь	office_position	1	1	1.0
Г.Р. Николаева	троцкист	political_label	1	1	1.0
Г.С. Биткера	член	generic_membership	1	1	1.0
Г.С. Биткера	сотрудник	generic_staff	1	1	1.0
Г.С. Биткера	адвокат	office_position	1	1	1.0
Г.С. Биткера	комиссар	office_position	1	1	1.0
Г.С. Биткера	начальник	office_position	1	1	1.0
Г.С. Биткера	председатель	office_position	1	1	1.0
Г.С. Биткера	руководитель	office_position	1	1	1.0
Г.С. Биткера	секретарь	office_position	1	1	1.0
Г.С. Биткера	правый	political_label	1	1	1.0
Г.С. Биткера	троцкист	political_label	1	1	1.0
Г.С. Герасимато	кандидат	generic_membership	1	1	1.0
Г.С. Герасимато	член	generic_membership	1	1	1.0
Г.С. Герасимато	директор	office_position	1	1	1.0
Г.С. Герасимато	комиссар	office_position	1	1	1.0
Г.С. Герасимато	председатель	office_position	1	1	1.0
Г.С. Герасимато	редактор	office_position	1	1	1.0
Г.С. Герасимато	секретарь	office_position	1	1	1.0
Г.С. Герасимато	троцкист	political_label	1	1	1.0
Г.С. Зайделя	член	generic_membership	1	1	1.0
Г.С. Зайделя	сотрудник	generic_staff	1	1	1.0
Г.С. Зайделя	директор	office_position	1	1	1.0
Г.С. Зайделя	нарком	office_position	1	1	1.0
Г.С. Зайделя	председатель	office_position	1	1	1.0
Г.С. Зайделя	руководитель	office_position	1	1	1.0
Г.С. Зайделя	троцкист	political_label	1	1	1.0
Г.С. Зайделя	обвиняемый	trial_role	1	1	1.0
Г.С. Люшкову	член	generic_membership	1	1	1.0
Г.С. Люшкову	комиссар	office_position	1	1	1.0
Г.С. Люшкову	начальник	office_position	1	1	1.0
Г.С. Люшкову	прокурор	office_position	1	1	1.0
Г.С. Люшкову	секретарь	office_position	1	1	1.0
Г.С. Люшкову	правый	political_label	1	1	1.0
Г.С. Люшкову	троцкист	political_label	1	1	1.0
Г.С. Люшкову	обвиняемый	trial_role	1	1	1.0
Г.С. Тымянского	член	generic_membership	1	1	1.0
Г.С. Тымянского	сотрудник	generic_staff	1	1	1.0
Г.С. Тымянского	директор	office_position	1	1	1.0
Г.С. Тымянского	заместитель	office_position	1	1	1.0
Г.С. Тымянского	комиссар	office_position	1	1	1.0
Г.С. Тымянского	начальник	office_position	1	1	1.0
Г.С. Тымянского	руководитель	office_position	1	1	1.0
Г.С. Тымянского	секретарь	office_position	1	1	1.0
Г.С. Тымянского	троцкист	political_label	1	1	1.0
Г.С. Фридлянда	сотрудник	generic_staff	1	2	0.5
Г.С. Фридлянда	редактор	office_position	1	2	0.5
Г.С. Фридлянда	секретарь	office_position	1	2	0.5
Г.С. Фридлянда	правый	political_label	1	2	0.5
Г.Ф. Овчинникова	кандидат	generic_membership	1	3	0.3333
Г.Ф. Овчинникова	представитель	generic_representative	1	3	0.3333
Г.Ф. Овчинникова	директор	office_position	1	3	0.3333
Г.Ф. Овчинникова	правый	political_label	1	3	0.3333
Г.Ф. Овчинникова	обвиняемый	trial_role	1	3	0.3333
Г.Ф. Попова	директор	office_position	1	12	0.0833
Г.Ф. Попова	начальник	office_position	1	12	0.0833
Г.Ф. Попова	следователь	office_position	1	12	0.0833
Г.Ф. Самойловича	член	generic_membership	1	1	1.0
Г.Ф. Самойловича	руководитель	office_position	1	1	1.0
Г.Ф. Самойловича	секретарь	office_position	1	1	1.0
Г.Ф. Самойловича	троцкист	political_label	1	1	1.0
Г.Ф. Самойловича	обвиняемый	trial_role	1	1	1.0
Г.Ф. Федорова	нарком	office_position	1	8	0.125
Г.Ф. Федорова	наркомвнудел	office_position	1	8	0.125
Г.Ф. Федорова	руководитель	office_position	1	8	0.125
Г.Ф. Федорова	секретарь	office_position	1	8	0.125
Г.Ф. Федоровым	обвиняемый	trial_role	1	1	1.0
Г.Я. Маренко	член	generic_membership	1	2	0.5
Г.Я. Маренко	сотрудник	generic_staff	1	2	0.5
Г.Я. Маренко	руководитель	office_position	1	2	0.5
Г.Я. Маренко	троцкист	political_label	1	2	0.5
Г.Я. Маренко	обвиняемый	trial_role	1	2	0.5
Гавен	агент	accusatory_or_intelligence_label	1	2	0.5
Гавен	кандидат	generic_membership	1	2	0.5
Гавен	представитель	generic_representative	1	2	0.5
Гавен	сотрудник	generic_staff	1	2	0.5
Гавен	комиссар	office_position	1	2	0.5
Гавен	нарком	office_position	1	2	0.5
Гавен	секретарь	office_position	1	2	0.5
Гавен	правый	political_label	1	2	0.5
Д.А. Аникина	член	generic_membership	1	1	1.0
Д.А. Аникина	директор	office_position	1	1	1.0
Д.А. Аникина	заместитель	office_position	1	1	1.0
Д.А. Аникина	руководитель	office_position	1	1	1.0
Д.А. Аникина	секретарь	office_position	1	1	1.0
Д.А. Аникина	троцкист	political_label	1	1	1.0
Д.А. Аникина	свидетель	trial_role	1	1	1.0
Д.А. Аникиным	директор	office_position	1	1	1.0
Д.А. Аникиным	руководитель	office_position	1	1	1.0
Д.А. Аникиным	троцкист	political_label	1	1	1.0
Д.А. Аникиным	обвиняемый	trial_role	1	1	1.0
Д.А. Аникиным	свидетель	trial_role	1	1	1.0
Д.А. Карцева	член	generic_membership	1	2	0.5
Д.А. Карцева	председатель	office_position	1	2	0.5
Д.А. Сниткина	член	generic_membership	1	1	1.0
Д.А. Тайца	член	generic_membership	1	1	1.0
Д.А. Тайца	директор	office_position	1	1	1.0
Д.А. Тайца	руководитель	office_position	1	1	1.0
Д.А. Тайца	секретарь	office_position	1	1	1.0
Д.А. Тайца	троцкист	political_label	1	1	1.0
Д.А. Тайца	подсудимый	trial_role	1	1	1.0
Д.А. Шмидта	сотрудник	generic_staff	1	6	0.1667
Д.А. Шмидта	директор	office_position	1	6	0.1667
Д.А. Шмидта	председатель	office_position	1	6	0.1667
Д.А. Шмидта	прокурор	office_position	1	6	0.1667
Д.А. Шмидта	обвиняемый	trial_role	1	6	0.1667
Д.В. Полуяна	троцкист	political_label	1	1	1.0
Д.В. Сафронова	член	generic_membership	1	1	1.0
Д.В. Сафронова	нарком	office_position	1	1	1.0
Д.В. Сафронова	начальник	office_position	1	1	1.0
Д.В. Сафронова	секретарь	office_position	1	1	1.0
Д.В. Сафронова	троцкист	political_label	1	1	1.0
Д.В. Сафронова	обвиняемый	trial_role	1	1	1.0
Д.З. Мануильскому	агент	accusatory_or_intelligence_label	1	2	0.5
Д.З. Мануильскому	кандидат	generic_membership	1	2	0.5
Д.З. Мануильскому	член	generic_membership	1	2	0.5
Д.З. Мануильскому	заместитель	office_position	1	2	0.5
Д.З. Мануильскому	секретарь	office_position	1	2	0.5
Д.З. Мануильскому	правый	political_label	1	2	0.5
Д.И. Антипаса	кандидат	generic_membership	1	2	0.5
Д.И. Антипаса	член	generic_membership	1	2	0.5
Д.И. Антипаса	сотрудник	generic_staff	1	2	0.5
Д.И. Антипаса	комиссар	office_position	1	2	0.5
Д.И. Антипаса	председатель	office_position	1	2	0.5
Д.И. Антипаса	правый	political_label	1	2	0.5
Д.И. Антипаса	троцкист	political_label	1	2	0.5
Д.И. Матвеева	руководитель	office_position	1	2	0.5
Д.Л. Игнатюка	представитель	generic_representative	1	4	0.25
Д.Л. Игнатюка	сотрудник	generic_staff	1	4	0.25
Д.Л. Игнатюка	нарком	office_position	1	4	0.25
Д.Л. Игнатюка	руководитель	office_position	1	4	0.25
Д.Л. Игнатюка	правый	political_label	1	4	0.25
Д.М. Лупашко	член	generic_membership	1	1	1.0
Д.М. Лупашко	представитель	generic_representative	1	1	1.0
Д.М. Лупашко	сотрудник	generic_staff	1	1	1.0
Д.М. Лупашко	комиссар	office_position	1	1	1.0
Д.М. Лупашко	нарком	office_position	1	1	1.0
Д.М. Лупашко	председатель	office_position	1	1	1.0
Д.М. Лупашко	руководитель	office_position	1	1	1.0
Д.М. Лупашко	секретарь	office_position	1	1	1.0
Д.М. Лупашко	троцкист	political_label	1	1	1.0
Д.М. Лупашко	обвиняемый	trial_role	1	1	1.0
Д.Н. Ширяева	представитель	generic_representative	1	6	0.1667
Д.Н. Ширяева	нарком	office_position	1	6	0.1667
Д.Н. Ширяева	обвиняемый	trial_role	1	6	0.1667
Д.П. Албанского	член	generic_membership	1	1	1.0
Д.П. Албанского	троцкист	political_label	1	1	1.0
Д.П. Бухарцева	член	generic_membership	1	2	0.5
Д.П. Бухарцева	представитель	generic_representative	1	2	0.5
Д.П. Бухарцева	сотрудник	generic_staff	1	2	0.5
Д.П. Бухарцева	корреспондент	office_position	1	2	0.5
Д.П. Бухарцева	руководитель	office_position	1	2	0.5
Д.П. Марецкого	вредитель	accusatory_label	1	3	0.3333
Д.П. Марецкого	агент	accusatory_or_intelligence_label	1	3	0.3333
Д.П. Марецкого	представитель	generic_representative	1	3	0.3333
Д.П. Марецкого	директор	office_position	1	3	0.3333
Д.П. Марецкого	комиссар	office_position	1	3	0.3333
Д.П. Марецкого	нарком	office_position	1	3	0.3333
Д.П. Марецкого	председатель	office_position	1	3	0.3333
Д.П. Марецкого	редактор	office_position	1	3	0.3333
Д.П. Марецкого	секретарь	office_position	1	3	0.3333
Д.П. Марецкого	троцкист	political_label	1	3	0.3333
Д.П. Марецкого	подсудимый	trial_role	1	3	0.3333
Д.П. Розита	член	generic_membership	1	1	1.0
Д.П. Розита	сотрудник	generic_staff	1	1	1.0
Д.П. Розита	комиссар	office_position	1	1	1.0
Д.П. Розита	начальник	office_position	1	1	1.0
Д.П. Розита	руководитель	office_position	1	1	1.0
Д.П. Розита	секретарь	office_position	1	1	1.0
Д.П. Розита	правый	political_label	1	1	1.0
Д.П. Розита	троцкист	political_label	1	1	1.0
Д.С. Азбеля	член	generic_membership	1	2	0.5
Д.С. Гуревича	кандидат	generic_membership	1	1	1.0
Д.С. Гуревича	член	generic_membership	1	1	1.0
Д.С. Гуревича	заместитель	office_position	1	1	1.0
Д.С. Гуревича	нарком	office_position	1	1	1.0
Д.С. Гуревича	начальник	office_position	1	1	1.0
Д.С. Гуревича	руководитель	office_position	1	1	1.0
Д.С. Гуревича	секретарь	office_position	1	1	1.0
Д.С. Гуревича	правый	political_label	1	1	1.0
Д.С. Гуревича	троцкист	political_label	1	1	1.0
Д.С. Зенцова	комиссар	office_position	1	1	1.0
Д.С. Зенцова	секретарь	office_position	1	1	1.0
Д.С. Зенцова	троцкист	political_label	1	1	1.0
Д.С. Зенцова	обвиняемый	trial_role	1	1	1.0
Д.С. Тайца	агент	accusatory_or_intelligence_label	1	1	1.0
Д.С. Тайца	член	generic_membership	1	1	1.0
Д.С. Тайца	директор	office_position	1	1	1.0
Д.С. Тайца	корреспондент	office_position	1	1	1.0
Д.С. Тайца	начальник	office_position	1	1	1.0
Д.С. Тайца	полпред	office_position	1	1	1.0
Д.Т. Шермергорна	сотрудник	generic_staff	1	2	0.5
Д.Т. Шермергорна	председатель	office_position	1	2	0.5
Д.Т. Шермергорна	руководитель	office_position	1	2	0.5
Д.Ф. Бузина	член	generic_membership	1	1	1.0
Д.Ф. Бузина	директор	office_position	1	1	1.0
Д.Ф. Бузина	председатель	office_position	1	1	1.0
Д.Ф. Бузина	секретарь	office_position	1	1	1.0
Д.Ф. Бузина	правый	political_label	1	1	1.0
Д.Ф. Бузиным	секретарь	office_position	1	1	1.0
Д.Ф. Бузиным	правый	political_label	1	1	1.0
Д.Я. Александрова	вредитель	accusatory_label	1	1	1.0
Д.Я. Александрова	член	generic_membership	1	1	1.0
Д.Я. Александрова	сотрудник	generic_staff	1	1	1.0
Д.Я. Александрова	заместитель	office_position	1	1	1.0
Д.Я. Александрова	комиссар	office_position	1	1	1.0
Д.Я. Александрова	нарком	office_position	1	1	1.0
Д.Я. Александрова	начальник	office_position	1	1	1.0
Д.Я. Александрова	секретарь	office_position	1	1	1.0
Д.Я. Александрова	правый	political_label	1	1	1.0
Д.Я. Александрова	троцкист	political_label	1	1	1.0
Дмитриев	кандидат	generic_membership	1	17	0.0588
Дмитриев	представитель	generic_representative	1	17	0.0588
Дмитриев	прокурор	office_position	1	17	0.0588
Дмитриев	следователь	office_position	1	17	0.0588
Дмитриев	обвиняемый	trial_role	1	17	0.0588
Е.А. Афанасьева	представитель	generic_representative	1	2	0.5
Е.А. Афанасьева	нарком	office_position	1	2	0.5
Е.А. Афанасьева	председатель	office_position	1	2	0.5
Е.А. Афанасьева	троцкист	political_label	1	2	0.5
Е.А. Дрейцера	кандидат	generic_membership	1	7	0.1429
Е.А. Дрейцера	представитель	generic_representative	1	7	0.1429
Е.А. Дрейцера	сотрудник	generic_staff	1	7	0.1429
Е.А. Дрейцера	заместитель	office_position	1	7	0.1429
Е.А. Дрейцера	полпред	office_position	1	7	0.1429
Е.А. Дрейцера	прокурор	office_position	1	7	0.1429
Е.А. Дрейцера	следователь	office_position	1	7	0.1429
Е.А. Дрейцера	подсудимый	trial_role	1	7	0.1429
Е.А. Петровой	член	generic_membership	1	3	0.3333
Е.А. Петровой	обвиняемый	trial_role	1	3	0.3333
Е.А. Преображенского	правый	political_label	1	1	1.0
Е.А. Преображенского	троцкист	political_label	1	1	1.0
Е.Б. Федосеева	член	generic_membership	1	1	1.0
Е.Б. Федосеева	представитель	generic_representative	1	1	1.0
Е.Б. Федосеева	директор	office_position	1	1	1.0
Е.Б. Федосеева	заместитель	office_position	1	1	1.0
Е.Б. Федосеева	комиссар	office_position	1	1	1.0
Е.Б. Федосеева	нарком	office_position	1	1	1.0
Е.Б. Федосеева	начальник	office_position	1	1	1.0
Е.Б. Федосеева	руководитель	office_position	1	1	1.0
Е.Б. Федосеева	секретарь	office_position	1	1	1.0
Е.Б. Федосеева	правый	political_label	1	1	1.0
Е.Б. Федосеева	троцкист	political_label	1	1	1.0
Е.Б. Федосеева	обвиняемый	trial_role	1	1	1.0
Е.В. Пикель	подсудимый	trial_role	1	1	1.0
Е.В. Цетлина	сотрудник	generic_staff	1	20	0.05
Е.В. Цетлина	редактор	office_position	1	20	0.05
Е.В. Цетлина	руководитель	office_position	1	20	0.05
Е.В. Цетлина	троцкист	political_label	1	20	0.05
Е.В. Цетлина	свидетель	trial_role	1	20	0.05
Е.Д. Соколовой	вредитель	accusatory_label	1	2	0.5
Е.Д. Соколовой	директор	office_position	1	2	0.5
Е.Д. Соколовой	посол	office_position	1	2	0.5
Е.Д. Соколовой	прокурор	office_position	1	2	0.5
Е.Д. Соколовой	троцкист	political_label	1	2	0.5
Е.Д. Соколовой	свидетель	trial_role	1	2	0.5
Е.И. Лакиды	сотрудник	generic_staff	1	1	1.0
Е.И. Лакиды	нарком	office_position	1	1	1.0
Е.И. Лакиды	секретарь	office_position	1	1	1.0
Е.И. Майзлиной	комиссар	office_position	1	2	0.5
Е.И. Майзлиной	секретарь	office_position	1	2	0.5
Е.И. Медкова	член	generic_membership	1	1	1.0
Е.И. Медкова	сотрудник	generic_staff	1	1	1.0
Е.И. Медкова	троцкист	political_label	1	1	1.0
Е.И. Медкова	свидетель	trial_role	1	1	1.0
Е.И. Перлина	член	generic_membership	1	1	1.0
Е.И. Перлина	комиссар	office_position	1	1	1.0
Е.И. Перлина	секретарь	office_position	1	1	1.0
Е.И. Перлина	правый	political_label	1	1	1.0
Е.И. Перлина	троцкист	political_label	1	1	1.0
Е.И. Перлина	обвиняемый	trial_role	1	1	1.0
Е.К. Коршунова	руководитель	office_position	1	3	0.3333
Е.К. Коршунова	правый	political_label	1	3	0.3333
Е.К. Мухановой	кандидат	generic_membership	1	13	0.0769
Е.К. Мухановой	начальник	office_position	1	13	0.0769
Е.К. Мухановой	руководитель	office_position	1	13	0.0769
Е.М. Бочарова	директор	office_position	1	1	1.0
Е.М. Бочарова	нарком	office_position	1	1	1.0
Е.М. Бочарова	руководитель	office_position	1	1	1.0
Е.М. Бочарова	троцкист	political_label	1	1	1.0
Е.М. Дебрева	член	generic_membership	1	1	1.0
Е.М. Дебрева	адвокат	office_position	1	1	1.0
Е.М. Дебрева	троцкист	political_label	1	1	1.0
Е.М. Манюрин-Броварский	сотрудник	generic_staff	1	2	0.5
Е.М. Манюрин-Броварский	комиссар	office_position	1	2	0.5
Е.М. Манюрин-Броварский	редактор	office_position	1	2	0.5
Е.М. Манюрин-Броварский	руководитель	office_position	1	2	0.5
Е.М. Манюрин-Броварский	правый	political_label	1	2	0.5
Е.М. Пружанской	кандидат	generic_membership	1	1	1.0
Е.М. Пружанской	член	generic_membership	1	1	1.0
Е.М. Пружанской	комиссар	office_position	1	1	1.0
Е.М. Пружанской	секретарь	office_position	1	1	1.0
Е.М. Пружанской	троцкист	political_label	1	1	1.0
Е.М. Рыбальченко	заместитель	office_position	1	2	0.5
Е.М. Ярославским	член	generic_membership	1	1	1.0
Е.М. Ярославским	нарком	office_position	1	1	1.0
Е.М. Ярославским	председатель	office_position	1	1	1.0
Е.М. Ярославским	секретарь	office_position	1	1	1.0
Е.М. Ярославским	правый	political_label	1	1	1.0
Е.М. Ярославским	троцкист	political_label	1	1	1.0
Е.Н. Васильева	кандидат	generic_membership	1	2	0.5
Е.Н. Васильева	член	generic_membership	1	2	0.5
Е.Н. Васильева	сотрудник	generic_staff	1	2	0.5
Е.О. Симак	сотрудник	generic_staff	1	2	0.5
Е.О. Симак	руководитель	office_position	1	2	0.5
Е.П. Рудневой	член	generic_membership	1	1	1.0
Е.Р. Майера	агент	accusatory_or_intelligence_label	1	2	0.5
Е.Р. Майера	член	generic_membership	1	2	0.5
Е.Р. Майера	сотрудник	generic_staff	1	2	0.5
Е.Р. Майера	начальник	office_position	1	2	0.5
Е.Р. Майера	правый	political_label	1	2	0.5
Е.Р. Майера	троцкист	political_label	1	2	0.5
Е.С. Мельниковой	сотрудник	generic_staff	1	1	1.0
Е.С. Мельниковой	нарком	office_position	1	1	1.0
Е.С. Мишаковой	свидетель	trial_role	1	2	0.5
Е.Т. Тимофеева	прокурор	office_position	1	1	1.0
Е.Т. Тимофеева	руководитель	office_position	1	1	1.0
Е.Т. Тимофеева	секретарь	office_position	1	1	1.0
Е.Т. Тимофеева	троцкист	political_label	1	1	1.0
Е.Т. Черкасовой	член	generic_membership	1	1	1.0
Е.Т. Черкасовой	сотрудник	generic_staff	1	1	1.0
Е.Т. Черкасовой	начальник	office_position	1	1	1.0
Е.Т. Черкасовой	свидетель	trial_role	1	1	1.0
Е.Ф. Ермолаевой	член	generic_membership	1	1	1.0
Е.Ф. Ермолаевой	директор	office_position	1	1	1.0
Е.Ф. Ермолаевой	комиссар	office_position	1	1	1.0
Е.Ф. Ермолаевой	председатель	office_position	1	1	1.0
Е.Ф. Ермолаевой	редактор	office_position	1	1	1.0
Е.Ф. Ермолаевой	секретарь	office_position	1	1	1.0
Е.Ф. Ермолаевой	следователь	office_position	1	1	1.0
Е.Ф. Ермолаевой	троцкист	political_label	1	1	1.0
Е.Ф. Куликова	представитель	generic_representative	1	6	0.1667
Е.Ф. Куликова	директор	office_position	1	6	0.1667
Е.Ф. Куликова	начальник	office_position	1	6	0.1667
Е.Ф. Куликовым	член	generic_membership	1	1	1.0
Е.Ф. Куликовым	представитель	generic_representative	1	1	1.0
