document_post_id	document_type	primary_process	document_title	content_chars	paragraphs	lines	recommended_unit	confidence	question_answer_markers	speaker_turn_markers	date_headers	numbered_points	signature_markers	attachment_markers	salutation_markers	list_density
7133	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса М.М. Чередниченко	7387	1	1	question_answer_blocks	high	46	0	2	0	0	0	0	1
5822	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса А.В. Лугового-Левенштейна	7365	1	1	question_answer_blocks	high	34	0	3	0	0	0	0	1
8346	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	7345	1	1	whole_or_light_paragraph_chunks	low	0	0	2	0	0	0	0	1
5125	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Б.Н. Розенфельда	7343	1	1	question_answer_blocks	high	29	0	0	0	0	0	0	1
7220	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса О.П. Дзениса	7343	1	1	question_answer_blocks	high	18	0	3	0	1	2	0	1
5259	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением копии заявления ссыльного троцкиста К.И. Грюнштейна	7324	1	1	question_answer_blocks	high	4	0	2	0	0	3	1	1
6711	list	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Список родственников лиц, осужденных и расстрелянных по приговору ВКВС СССР от 28 декабря 1934 г.	7315	1	1	question_answer_blocks	high	3	0	2	0	1	2	0	1
4943	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Н.А. Розенфельд	7313	1	1	question_answer_blocks	high	63	0	0	0	0	0	0	1
4941	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Н.Б. Розенфельда	7309	1	1	question_answer_blocks	high	23	0	0	0	0	0	0	1
4584	list	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Список родственников лиц, осужденных по делу “Московского центра”	7301	1	1	header_body_attachments	medium	0	0	2	0	0	2	0	1
5092	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Л.К. Пелипейко	7299	1	1	question_answer_blocks	high	48	0	2	0	0	0	0	1
3296	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Е.К. Коршунова с приложением письма И.П. Бакаева Е.К. Коршунову от 6 июля 1928 г.	7288	1	1	question_answer_blocks	high	7	0	2	0	0	1	2	1
5435	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Я.С. Розанова	7281	1	1	question_answer_blocks	high	22	0	2	0	0	0	0	1
5470	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса К.А. Озола	7257	1	1	question_answer_blocks	high	40	0	2	0	0	0	0	1
11300	letter	ТРОЦКИЙ	Л.Л. Седов – Л.Д. Троцкому	7246	1	1	whole_or_light_paragraph_chunks	low	0	0	0	0	0	0	0	0
5634	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Н.М. Гальперина	7236	1	1	question_answer_blocks	high	28	0	1	0	0	0	0	1
5340	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Г.Ф. Самойловича	7221	1	1	question_answer_blocks	high	13	0	2	0	0	0	0	1
5317	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса В.В. Глухенко	7198	1	1	question_answer_blocks	high	15	0	2	0	0	0	0	1
4969	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса К.Е. Дубовского	7193	1	1	question_answer_blocks	high	60	0	0	0	0	0	0	1
5973	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.П. Глебова-Авилова	7175	1	1	question_answer_blocks	high	33	0	2	0	0	1	0	1
5202	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса С.А. Башкировой-Эрдман	7166	1	1	question_answer_blocks	high	54	0	1	0	0	0	0	1
6794	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	7163	1	1	question_answer_blocks	high	35	0	3	0	0	1	0	1
8359	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	7161	1	1	whole_or_light_paragraph_chunks	low	0	0	2	0	1	0	0	1
4992	special_report	КРЕМЛЕВСКОЕ ДЕЛО	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Н.Б. Розенфельда	7149	1	1	question_answer_blocks	high	20	0	2	0	0	1	0	1
7796	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса Н.А. Королева	7132	1	1	question_answer_blocks	high	15	0	2	0	0	0	0	1
10801	letter	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Письмо К. Ландау П.К. Ольбергу с вопросами о В.П. Ольберге	7125	1	1	whole_or_light_paragraph_chunks	low	1	0	5	0	0	0	2	1
5605	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса А.Н. Фокина	7122	1	1	question_answer_blocks	high	30	0	5	0	1	1	0	1
5606	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса М.Г. Сафьянова	7116	1	1	question_answer_blocks	high	36	0	3	0	0	0	0	1
5596	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Б.О. Ольберг	7111	1	1	question_answer_blocks	high	30	0	6	0	0	0	0	1
5077	special_report	КРЕМЛЕВСКОЕ ДЕЛО	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса М.К. Чернявского	7093	1	1	question_answer_blocks	high	40	0	2	0	1	1	0	1
2717	interrogation_protocol	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Протокол допроса В.И. Звездова	7092	1	1	question_answer_blocks	high	21	0	1	0	0	0	0	1
5491	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса М.Г. Сафьянова	7051	1	1	question_answer_blocks	high	34	0	4	0	0	1	0	1
5791	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением письма Л.А. Шацкина А.Я. Вышинскому, И.В. Сталину и Н.И. Ежову от 22 октября 1936 г.	7044	1	1	question_answer_blocks	high	3	0	3	0	0	2	0	1
5727	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления В.А. Тер-Ваганяна	7034	1	1	question_answer_blocks	high	3	0	3	0	0	2	4	1
5271	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса З.И. Пелевиной	7027	1	1	question_answer_blocks	high	56	0	1	0	0	0	0	1
5513	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса И.Е. Шмундака	7016	1	1	question_answer_blocks	high	36	0	2	0	0	0	0	1
5706	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Е.А. Дрейцера	7015	1	1	question_answer_blocks	high	59	0	3	0	0	0	1	1
7855	special_report	ПРОЦЕСС 2-12 МАРТА 1938 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Зорина	7003	1	1	question_answer_blocks	high	16	0	2	0	1	2	0	1
5346	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса М.А. Нырчука	6986	1	1	question_answer_blocks	high	12	0	3	0	0	0	0	1
6406	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.М. Пружанской	6983	1	1	question_answer_blocks	high	26	0	4	0	0	1	0	1
8456	letter	ПРОЦЕСС 2-12 МАРТА 1938 г.	Письмо Н.И. Бухарина И.В. Сталину с приложением “Поэмы о Сталине”	6979	1	1	whole_or_light_paragraph_chunks	low	0	0	1	0	0	1	2	1
5065	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса А.Г. Корчагиной	6969	1	1	question_answer_blocks	high	43	0	0	0	1	0	0	1
9725	interrogation_protocol	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Протокол допроса С.О. Мандельштама	6964	1	1	question_answer_blocks	high	13	0	1	0	0	0	0	1
7417	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением анонимного письма о положении в Винницкой области Украины	6949	1	1	header_body_attachments	medium	0	0	2	0	0	2	0	1
5187	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса В.М. Рохинсона	6947	1	1	question_answer_blocks	high	49	0	1	0	0	0	0	1
5835	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Г.Г. Ягоды Н.И. Ежову об аресте и обыске у К.Б. Радека с приложением частично зашифрованного письма	6946	1	1	header_body_attachments	medium	0	0	5	0	0	2	1	1
5086	special_report	КРЕМЛЕВСКОЕ ДЕЛО	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса К.К. Муханова	6945	1	1	question_answer_blocks	high	32	0	1	0	0	1	0	1
5216	special_report	КРЕМЛЕВСКОЕ ДЕЛО	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Л.А. Воронова	6944	1	1	question_answer_blocks	high	44	0	2	0	0	1	0	1
11082	statement	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Заявление Г.Л. Пятакова в ЦКК ВКП(б) о разрыве с оппозицией	6933	1	1	question_answer_blocks	high	13	0	6	0	0	0	0	1
9542	letter	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Письмо Л.Б. Каменева И.В. Сталину	6919	1	1	whole_or_light_paragraph_chunks	low	0	0	0	0	0	0	4	1
5508	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса И.И. Трусова	6915	1	1	question_answer_blocks	high	48	0	2	0	0	1	0	1
5339	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса М.А. Нырчука	6887	1	1	question_answer_blocks	high	22	0	2	0	0	0	0	1
5403	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Ю.Р. Закгейма	6880	1	1	question_answer_blocks	high	31	0	4	0	0	0	1	1
4135	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Д.А. Аникина	6877	1	1	question_answer_blocks	high	8	0	0	0	0	0	0	1
8375	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	6869	1	1	whole_or_light_paragraph_chunks	low	1	0	3	0	0	0	0	1
6909	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса С.А. Чихладзе	6865	1	1	question_answer_blocks	high	19	0	3	0	1	0	0	1
4132	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Э.Б. Абрамсона	6858	1	1	question_answer_blocks	high	10	0	0	0	0	0	0	1
8243	testimony	ПРОЦЕСС 2-12 МАРТА 1938 г.	Протокол показаний Н.А. Угланова	6843	1	1	question_answer_blocks	high	14	0	2	0	1	0	0	1
5334	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Х.-Б.И. Лехтмана	6831	1	1	question_answer_blocks	high	10	0	2	0	0	0	0	1
5568	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса А.С. Оввян	6831	1	1	question_answer_blocks	high	23	0	2	0	0	0	0	1
5171	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Е.И. Медкова (в качестве свидетеля)	6800	1	1	question_answer_blocks	high	38	0	0	0	0	0	0	1
3244	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса И.П. Бакаева	6799	1	1	question_answer_blocks	high	10	0	1	0	0	0	0	1
4107	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса А.М. Березина	6799	1	1	question_answer_blocks	high	10	0	1	0	1	0	0	1
5785	letter	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Предсмертные письма И.Н. Смирнова жене М.Г. Короп и дочери О.И. Смирновой	6799	1	1	question_answer_blocks	high	2	0	3	0	0	0	0	1
4030	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса С.М. Гессена	6791	1	1	question_answer_blocks	high	12	0	0	0	0	0	0	1
5279	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Л.А. Лаврентьева	6782	1	1	question_answer_blocks	high	33	0	1	0	0	0	0	1
5410	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса З.С. Синициной	6766	1	1	question_answer_blocks	high	25	0	2	0	0	0	2	1
5123	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Е.Э. Чернозубовой	6753	1	1	question_answer_blocks	high	50	0	0	0	0	0	0	1
5536	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Н.С. Веритовой	6753	1	1	question_answer_blocks	high	25	0	3	0	0	0	0	1
3926	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Б.Н. Сахова	6740	1	1	question_answer_blocks	high	11	0	1	0	0	0	0	1
8325	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	6738	1	1	whole_or_light_paragraph_chunks	low	0	0	3	0	2	0	0	1
2619	verdict_or_sentence	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	ПРИГОВОР	6736	1	1	whole_or_light_paragraph_chunks	low	1	0	3	0	0	0	0	1
4883	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса К.И. Синелобовой	6729	1	1	question_answer_blocks	high	34	0	0	0	0	0	0	1
10828	letter	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Письмо В.П. Ольберга в правление немецкой объединенной левой оппозиции	6721	1	1	question_answer_blocks	high	4	0	1	0	0	0	4	1
5749	letter	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Письмо Г.Л. Пятакова И.В. Сталину о показаниях И.И. Рейногльда и Н.В. Голубенко	6709	1	1	whole_or_light_paragraph_chunks	low	0	0	1	0	0	0	1	1
5963	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса С.А. Раевского	6707	1	1	question_answer_blocks	high	48	0	2	0	0	0	0	1
5516	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса А.П. Удалова	6700	1	1	question_answer_blocks	high	27	0	2	0	0	0	0	1
4056	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Г.Е. Горбачева	6682	1	1	whole_or_light_paragraph_chunks	low	0	0	1	0	0	0	0	1
5495	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса И.Н. Стукова	6666	1	1	question_answer_blocks	high	26	0	2	0	0	0	0	1
4932	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса П.И. Гордеевой	6649	1	1	question_answer_blocks	high	41	0	0	0	0	1	0	1
6774	letter	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Письмо Г.И. Серебряковой Н.И. Ежову с приложением письма ее дочери Н.И. Ежову и медицинского заключения	6648	1	1	whole_or_light_paragraph_chunks	low	0	0	1	0	0	1	6	1
4913	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Т.П. Денисовой	6631	1	1	question_answer_blocks	high	94	0	0	0	0	0	0	1
5461	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса С.А. Ольберг-Браун	6626	1	1	question_answer_blocks	high	41	0	3	0	0	1	0	1
3964	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса М.Н. Яковлева	6609	1	1	question_answer_blocks	high	16	0	2	0	0	0	0	1
5147	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса А.Ф. Шараповой	6605	1	1	question_answer_blocks	high	35	0	1	0	0	0	0	1
9917	statement	КРЕМЛЕВСКОЕ ДЕЛО	Записка Р.А. Петерсона М.Ф. Шкирятову в ответ на заявление Д.И. Антипаса	6601	1	1	question_answer_blocks	high	7	0	1	0	0	0	0	1
5381	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Е.И. Майзлиной	6589	1	1	question_answer_blocks	high	14	0	3	0	0	1	0	1
5218	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Л.Н. Минервиной	6581	1	1	question_answer_blocks	high	14	0	0	0	0	0	0	1
6864	letter	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Письмо М.М. Харитонова Н.И. Ежову	6571	1	1	whole_or_light_paragraph_chunks	low	0	0	0	0	2	0	1	1
7860	interrogation_protocol	ПРОЦЕСС 2-12 МАРТА 1938 г.	Протокол допроса Е.М. Рыбальченко	6558	1	1	question_answer_blocks	high	28	0	2	0	1	0	0	1
6611	interrogation_protocol	ПРОЦЕСС 2-12 МАРТА 1938 г.	Протокол допроса А.К. Бормана	6554	1	1	question_answer_blocks	high	37	0	1	0	0	0	0	1
11086	statement	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Заявления В.А. Антонова-Овсеенко и Н.Н. Крестинского о разрыве с троцкистской оппозицией	6553	1	1	question_answer_blocks	high	4	0	6	0	0	0	4	1
6913	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса М.С. Окуджавы	6548	1	1	question_answer_blocks	high	35	0	1	0	1	0	0	1
2740	interrogation_protocol	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Протокол допроса В.И. Звездова	6545	1	1	question_answer_blocks	high	16	0	0	0	0	0	0	1
5539	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса С.В. Слащева	6543	1	1	question_answer_blocks	high	26	0	2	0	0	0	0	1
4845	letter	КРЕМЛЕВСКОЕ ДЕЛО	Письмо В.Е. Цесарского Н.И. Ежову	6537	1	1	question_answer_blocks	high	6	0	2	0	1	0	0	1
5090	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса К.И. Синелобовой	6536	1	1	question_answer_blocks	high	55	0	1	0	0	0	0	1
5497	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса А.Н. Сафоновой	6496	1	1	question_answer_blocks	high	15	0	1	0	0	0	0	1
6905	testimony	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Показания обвиняемого С.А. Чихладзе	6495	1	1	question_answer_blocks	high	46	0	1	0	0	0	0	1
8565	testimony	ПРОЦЕСС 2-12 МАРТА 1938 г.	Показания А.Ю. Айхенвальда	6492	1	1	question_answer_blocks	high	3	0	2	0	0	0	0	1
3442	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Г.И. Сафарова	6488	1	1	whole_or_light_paragraph_chunks	low	0	0	0	0	0	0	0	1
3013	interrogation_protocol	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Протокол допроса Л.О. Ханика	6448	1	1	question_answer_blocks	high	19	0	1	0	0	0	0	1
5557	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса А.В. Шемелевой	6432	1	1	question_answer_blocks	high	32	0	2	0	0	0	0	1
8590	statement	ПРОЦЕСС 2-12 МАРТА 1938 г.	Заявление Е.В. Цетлина в ЦК и ЦКК ВКП(б)	6430	1	1	whole_or_light_paragraph_chunks	low	0	0	5	0	0	0	0	1
11258	draft_project	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Проект постановления Прокурора Союза ССР А.Я. Вышинского о прекращении следственного производства в отношении Рыкова А.И. и Бухарина Н.И.	6428	1	1	whole_or_light_paragraph_chunks	low	1	0	3	0	2	0	0	1
8698	letter	ПРОЦЕСС 2-12 МАРТА 1938 г.	Письмо Н.И. Бухарина И.В. Сталину	6427	1	1	whole_or_light_paragraph_chunks	low	1	0	1	0	0	0	1	1
5163	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Е.Г. Соловьевой	6423	1	1	question_answer_blocks	high	39	0	0	0	0	0	0	1
7248	letter	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Письмо В.В. Ломинадзе И.В. Сталину о показаниях Л.Б. Каменева и Г.И. Сафарова	6422	1	1	whole_or_light_paragraph_chunks	low	1	0	1	0	0	0	0	1
2729	interrogation_protocol	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Протокол допроса В.И. Звездова	6420	1	1	question_answer_blocks	high	13	0	1	0	0	0	0	1
3966	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса С.П. Минаева	6399	1	1	question_answer_blocks	high	2	0	0	0	0	0	0	1
3936	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Г.И. Сафарова	6395	1	1	whole_or_light_paragraph_chunks	low	0	0	0	0	1	0	0	1
4538	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Г.И. Сафарова	6395	1	1	whole_or_light_paragraph_chunks	low	0	0	0	0	0	0	0	1
5385	interrogation_protocol	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Протокол допроса Е.И. Майзлиной	6374	1	1	question_answer_blocks	high	26	0	2	0	0	0	0	1
6461	interrogation_protocol	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Протокол допроса М.В. Михайлика	6372	1	1	question_answer_blocks	high	33	0	2	0	0	0	0	1
3440	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Т.Д. Дмитриева	6361	1	1	question_answer_blocks	high	11	0	0	0	0	0	0	1
5644	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.Г. Колодина	6356	1	1	question_answer_blocks	high	11	0	2	0	1	1	0	1
3963	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Н.А. Дмитриева	6316	1	1	question_answer_blocks	high	4	0	1	0	0	0	0	1
5116	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса Е.А. Петровой	6302	1	1	question_answer_blocks	high	41	0	1	0	0	0	0	1
4576	list	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Дополнительный список арестованных по делу Л.В. Николаева	6289	1	1	whole_or_light_paragraph_chunks	low	0	0	8	0	2	1	0	1
5722	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Г.Я. Сокольникова	6280	1	1	question_answer_blocks	high	39	0	3	0	0	1	0	1
5529	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса С.Ф. Васильченко	6274	1	1	question_answer_blocks	high	37	0	3	0	0	1	0	1
4417	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Э.Г. Лейкина	6273	1	1	question_answer_blocks	high	18	0	1	0	0	0	0	1
5354	memo_note	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Докладная записка В.А. Балицкого Н.И. Ежову о раскрытии и ликвидации “троцкистско-националистической боевой организации террористов”	6269	1	1	whole_or_light_paragraph_chunks	low	1	0	2	0	0	0	0	1
808	interrogation_protocol	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Протокол допроса П.А. Николаева	6263	1	1	question_answer_blocks	high	30	0	0	0	0	0	0	1
8643	letter	ПРОЦЕСС 2-12 МАРТА 1938 г.	Письмо Н.И. Бухарина И.В. Сталину	6258	1	1	question_answer_blocks	high	2	0	1	0	0	0	1	1
8436	conversation_recording	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	6250	1	1	question_answer_blocks	high	2	0	2	0	0	0	0	1
7389	letter	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Письмо Л.Б. Каменева Т.И. Глебовой	6244	1	1	whole_or_light_paragraph_chunks	low	0	0	0	0	1	0	0	1
4871	interrogation_protocol	КРЕМЛЕВСКОЕ ДЕЛО	Протокол допроса В.Г. Дорошина	6240	1	1	question_answer_blocks	high	34	0	2	0	0	4	0	1
7032	medical_act	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Акт судебно-медицинского вскрытия трупа М.В. Борисова	6240	1	1	question_answer_blocks	high	2	0	0	0	0	0	0	1
6685	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение В.А. Балицкого Н.И. Ежову с приложением протокола допроса Ф.И. Вайсберга	6223	1	1	question_answer_blocks	high	21	0	4	0	0	1	0	1
5029	special_report	КРЕМЛЕВСКОЕ ДЕЛО	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Л.Б. Каменева	6221	1	1	question_answer_blocks	high	16	0	2	0	0	1	0	1
3212	interrogation_protocol	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Протокол допроса Л.В. Николаева	6210	1	1	question_answer_blocks	high	2	0	1	0	0	0	0	1
3257	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса Д.Н. Ширяева	6205	1	1	question_answer_blocks	high	6	0	0	0	0	0	0	1
7455	special_report	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.Ф. Куликова	6168	1	1	question_answer_blocks	high	42	0	4	0	0	1	0	1
5360	special_report	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением описи изъятого архива Троцкого	6165	1	1	question_answer_blocks	high	3	0	3	0	0	3	0	1
4061	interrogation_protocol	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол допроса М.Н. Яковлева	6159	1	1	question_answer_blocks	high	10	0	1	0	0	0	0	1
