document_post_id	document_title	primary_process	content_chars	package_likelihood	detected_attachment_count	detected_attachment_types	detected_markers	first_marker_position	cover_note_likely	embedded_interrogation_protocol	embedded_list	embedded_memo	embedded_diary	embedded_theses	embedded_reference_note	embedded_draft_project	recommended_package_strategy	notes
6271	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.С. Сычева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	16583	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6282	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Муралова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	18186	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6284	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	18614	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6286	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	4947	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6288	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Штейна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10707	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6290	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Штейна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	13384	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6294	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Х. Варданиана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	18773	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6303	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Г. Ромма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	27379	strong	3	generic_attachment|interrogation_protocol|memo	записка|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6305	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Г. Ромма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	8184	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6309	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	57252	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6312	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Б. Радека	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	31725	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6314	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10094	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6316	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.Д. Турока	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	45127	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6322	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.П. Серебрякова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	20422	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6324	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Д. Каспаровой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10568	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6333	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Д. Гогоберидзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	14878	strong	3	generic_attachment|interrogation_protocol|memo	записка|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6336	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Котова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19946	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6338	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.А. Довганя	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	16267	strong	3	generic_attachment|interrogation_protocol|list	направляю|приложение|протокол допроса|с приложением|список	38	yes	yes	yes	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6345	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между К.Б. Радеком и Ю.Л. Пятаковым	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	24429	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6350	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и С.А. Ратайчаком	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	13172	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6354	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и Л.П. Серебряковым	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	14246	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6357	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и Г.Я. Сокольниковым	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	12284	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6360	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Л.П. Серебряковым и Я.А. Лившицем	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	20007	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6370	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Андреева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19154	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6372	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.М. Андреева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	25811	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6374	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.Р. Майера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	8083	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6379	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Е. Пушина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	14610	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6388	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.С. Богуславского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	11878	strong	3	generic_attachment|interrogation_protocol|list	направляю|прилагаю|приложение|протокол допроса|с приложением|список	38	yes	yes	yes	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6406	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.М. Пружанской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	6983	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6413	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса О.А. Лидака	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	15365	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6446	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	14402	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6457	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса Е.И. Перлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	4533	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	41	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6459	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Киллерога	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	13970	strong	3	generic_attachment|interrogation_protocol|list	направляю|приложение|протокол допроса|с приложением|список	38	yes	yes	yes	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6463	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ф.И. Вайсберга	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	9515	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6470	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.И. Матвеева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	11997	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6472	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	9756	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6474	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Н. Уфимцевой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	7692	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6476	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления В.Д. Каспаровой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1892	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6486	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ф.В. Кипарисова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	9416	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6488	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.И. Бурлакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10142	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6505	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Зорина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	12937	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6512	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Я. Шаева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	17447	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6516	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Мусульбаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	14983	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6518	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.И. Пучкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	17270	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6527	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Б. Радека	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	42087	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6540	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	15982	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6543	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Муралова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	15996	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6545	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Ю. Тивеля	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	7635	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6550	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.А. Жарикова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	50121	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6584	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.И. Невского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	12154	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6588	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Князева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	27900	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6596	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Кудряшева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	7647	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6609	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.А. Афанасьева	ПРОЦЕСС 2-12 МАРТА 1938 г.	15816	strong	3	generic_attachment|interrogation_protocol|memo	записка|направляю|приложение|протокол допроса|с приложением	39	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6663	Спецсообщение В.А. Балицкого Н.И. Ежову с приложением протокола допроса В.Ф. Логинова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	9741	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	40	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6668	Спецсообщение В.А. Балицкого Н.И. Ежову с приложением протокола допроса И.О. Гольденберга	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	5412	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	40	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6677	Спецсообщение В.А. Балицкого Н.И. Ежову с приложением протокола допроса И.М. Гуревича	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	11666	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	40	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6685	Спецсообщение В.А. Балицкого Н.И. Ежову с приложением протокола допроса Ф.И. Вайсберга	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	6223	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	40	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6693	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса А.В. Бочарова и двух стихотворений	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	11133	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	39	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6776	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением заявления Г.Е. Зиновьева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1976	strong	1	generic_attachment	направляю|приложение|с приложением	39	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6790	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	13559	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6794	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	7163	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6796	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.П. Давыдова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19531	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6800	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Гордона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	3152	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6813	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.В. Келдыша	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	11176	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6816	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.Т. Богачева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	14565	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6819	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Мусульбаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19315	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6823	Спецсообщение Г.Г. Ягоды И.В. Сталину об аресте и обыске у С.С. Зорина, А.Г. Шляпникова, Н.А. Емельянова и И.Т. Смилги	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	2293	strong	2	diary|theses	дневник|тезисы	994	no	no	no	no	yes	yes	no	no	package_split_before_chunking	align with blueprint header_body_attachment_block
6842	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением писем Г.Е. Зиновьева и С.Г. Радомысльского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	4292	strong	1	generic_attachment	направляю|приложение|с приложением	36	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6928	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Ф. Захариной	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	8785	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6933	Спецсообщение Л.М. Заковского А.А. Жданову с приложением протокола допроса К.Н. Лукницкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	5306	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	43	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6958	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протоколов допроса А. Венглош	РАЗНЫЕ ДОКУМЕНТЫ	25514	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	39	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6963	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.А. Кушнера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10541	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6982	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Гордона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19396	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6984	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Гордона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	9271	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6990	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ф.И. Никогда	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	12731	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6992	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Д. Арсентьева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	18036	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
6996	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.В. Дзедзиевского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	23390	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
